梯度++,梯度-+,梯度+-,梯度--,卡方统计量,把握,列,名称
18.357616,31.205298,21.810155,28.626932,45.3288744789383,99.9,319,NYSE.K
18.086586,32.279596,21.95235,27.681468,77.7228739121416,99.9,320,NYSE.KEY
17.876369,31.59458,21.978838,28.550213,60.9000226724093,99.9,321,NYSE.KIM
20.981595,28.539877,23.860941,26.617587,29.6749083584846,99.9,322,NYSE.KMB
18.801262,31.735016,22.478594,26.985128,77.7076135903134,99.9,323,NYSE.KMI
21.927075,28.00693,22.710774,27.355222,2.57675031458613,85,324,NYSE.KMX
19.052302,32.051855,22.351363,26.544479,81.8843246916066,99.9,325,NYSE.KO
20.159716,30.230701,21.561668,28.047915,13.8367034599864,99.9,326,NYSE.KORS
18.730873,31.386139,23.573357,26.309631,111.148553427824,99.9,327,NYSE.KR
21.190535,28.526979,23.45861,26.823876,20.0817805962626,99.9,328,NYSE.KSS
20.832624,28.980078,23.071684,27.115614,20.5270587466988,99.9,329,NYSE.KSU
17.056682,32.626105,19.25117,31.066043,16.0407947375709,99.9,330,NYSE.L
21.28337,28.573761,23.536615,26.606254,22.3687193828946,99.9,331,NYSE.LB
17.420385,32.684436,19.007687,30.887491,11.972166666175,99.9,332,NYSE.LEG
19.623941,30.543785,21.751412,28.080862,23.9860102143085,99.9,333,NYSE.LEN
19.358459,30.833255,21.219489,28.588796,18.0349726215463,99.9,334,NYSE.LH
17.625471,32.057132,20.025789,30.291609,20.0627658711222,99.9,335,NYSE.LLL
21.031945,29.670513,23.289848,26.007694,40.216452236342,99.9,336,NYSE.LLY
20.79392,29.250546,25.151589,24.803945,96.3551495047576,99.9,337,NYSE.LMT
20.696341,29.801045,23.284438,26.218176,44.0783678696707,99.9,338,NYSE.LNC
16.835659,32.888264,20.299167,29.97691,45.3055264367538,99.9,339,NYSE.LNT
23.078165,27.422481,22.916667,26.582687,0.44589223681618,0,340,NYSE.LOW
16.915624,33.508276,19.73153,29.84457,41.7210958987767,99.9,341,NYSE.LUK
22.450949,27.33194,22.989707,27.227404,0.584811048677137,50,342,NYSE.LUV
17.688746,31.314372,22.611736,28.385146,74.6771986292899,99.9,343,NYSE.LVLT
21.669627,28.443404,23.074439,26.81253,11.3617810559404,99.9,344,NYSE.LYB
19.807903,28.839835,23.102199,28.250063,22.0756319768332,99.9,345,NYSE.M
21.865678,28.476981,24.510199,25.147142,43.7689077122804,99.9,346,NYSE.MA
19.179746,31.922646,20.49701,28.400598,21.4999648126897,99.9,347,NYSE.MAA
19.082892,30.149912,21.54321,29.223986,15.867596674161,99.9,348,NYSE.MAC
19.758728,30.762201,20.901115,28.577956,11.1228356577682,99.9,349,NYSE.MAS
22.886762,28.604466,23.4689,25.039872,19.4822239002288,99.9,350,NYSE.MCD
22.389127,27.761882,23.199809,26.649181,4.56206770186055,95,351,NYSE.MCK
19.132258,29.969921,22.112843,28.784979,22.7224088188129,99.9,352,NYSE.MCO
21.616463,28.71131,22.736702,26.935524,9.72137241467416,99.5,353,NYSE.MDT
21.549858,28.167138,22.93158,27.351423,6.21163188187292,97.5,354,NYSE.MET
17.77293,32.242651,19.767321,30.217098,16.523197212658,99.9,355,NYSE.MHK
18.118896,32.037546,21.048639,28.794918,41.2404912586549,99.9,356,NYSE.MKC
18.48659,31.64751,21.063218,28.802682,31.4272211186335,99.9,357,NYSE.MLM
19.88758,30.380086,21.109921,28.622413,9.63232630304854,99.5,358,NYSE.MMC
22.627737,27.189781,24.158997,26.023485,9.37070102693175,99.5,359,NYSE.MMM
21.435489,29.043366,22.95276,26.568385,14.2046453445431,99.9,360,NYSE.MNK
21.195076,28.898671,23.25752,26.648732,22.8746024334181,99.9,361,NYSE.MO
17.145839,33.124585,21.956542,27.773033,111.633480041552,99.9,362,NYSE.MON
18.90578,31.032349,21.477815,28.584055,29.892222632557,99.9,363,NYSE.MOS
21.964698,28.208512,22.624546,27.202243,3.25395262763723,90,364,NYSE.MPC
20.194223,29.482072,23.298473,27.025232,39.0601154338326,99.9,365,NYSE.MRK
19.061404,31.166667,22.517544,27.254386,62.3815831915706,99.9,366,NYSE.MRO
21.950615,27.970931,22.619539,27.458915,1.75857277061736,75,367,NYSE.MS
19.293378,30.984092,20.976693,28.745838,16.3436992260118,99.9,368,NYSE.MSI
18.712764,30.962268,22.476981,27.847987,55.9122669495513,99.9,369,NYSE.MTB
20.526316,28.662281,22.225877,28.585526,3.77046010924463,90,370,NYSE.MUR
20.133768,29.351741,22.011662,28.50283,9.97700985327178,99.5,371,NYSE.NBL
20.919355,29.145161,24.379032,25.556452,61.9387663750798,99.9,372,NYSE.NEE
20.658245,29.973361,22.840938,26.527456,35.350304849988,99.9,373,NYSE.NEM
19.919076,29.216893,22.287786,28.576245,13.0739725373099,99.9,374,NYSE.NFX
15.153726,34.653465,20.865034,29.327775,129.287540208112,99.9,375,NYSE.NI
22.15741,28.360171,22.79001,26.692409,5.92972372571433,97.5,376,NYSE.NKE
18.299326,30.708153,21.826239,29.166282,33.6225682052904,99.9,377,NYSE.NLSN
20.272144,30.646559,22.707575,26.373722,48.9871550392075,99.9,378,NYSE.NOC
20.335711,29.039026,22.366765,28.258498,10.9155270307007,99.9,379,NYSE.NOV
18.848696,31.270657,21.401028,28.479618,31.7671355246997,99.9,380,NYSE.NRG
21.406086,28.533376,23.948664,26.111873,30.9346640374656,99.9,381,NYSE.NSC
20.907995,28.565689,23.921254,26.605062,32.5019172026128,99.9,382,NYSE.NUE
19.236774,29.384215,22.72333,28.655681,25.7064948417647,99.9,383,NYSE.NWL
20.122053,30.906203,22.964387,26.007357,67.8389222203268,99.9,384,NYSE.O
21.444601,28.817222,22.37553,27.362646,6.58064106144202,97.5,385,NYSE.OKE
20.065225,29.136629,22.983179,27.814967,23.6570158013332,99.9,386,NYSE.OMC
19.424841,30.681016,23.085745,26.808398,65.2602657720813,99.9,387,NYSE.ORCL
22.400322,26.395489,23.221909,27.98228,0.384670238471804,0,388,NYSE.OXY
19.016218,31.037248,22.233114,27.71342,49.2429221901249,99.9,389,NYSE.PCG
18.724448,30.58054,21.649859,29.045153,25.5612552707445,99.9,390,NYSE.PEG
21.33745,28.463476,23.73446,26.464614,24.4460268409216,99.9,391,NYSE.PEP
18.028093,31.707972,23.494677,26.769258,126.751203690836,99.9,392,NYSE.PFE
19.521045,30.152395,22.124456,28.202104,24.6578176577436,99.9,393,NYSE.PFG
21.990987,28.480131,22.941417,26.587464,9.31038125661095,99.5,394,NYSE.PG
18.395914,32.16684,21.394117,28.043129,52.4145641901471,99.9,395,NYSE.PGR
20.83473,28.938988,22.636607,27.589675,12.510568531036,99.9,396,NYSE.PH
18.358612,31.906579,21.708384,28.026426,56.7940244319309,99.9,397,NYSE.PHM
16.881685,33.123828,17.984342,32.010144,4.88937928435434,95,398,NYSE.PKI
19.852748,30.747655,21.614515,27.785082,24.0055061321808,99.9,399,NYSE.PLD
22.290027,27.637707,23.30175,26.770515,4.49141813289305,95,400,NYSE.PM
22.333071,27.957581,23.684211,26.025137,13.4266464834725,99.9,401,NYSE.PNC
18.21371,31.847919,21.115009,28.823362,38.4604464466451,99.9,402,NYSE.PNR
18.118567,32.310332,20.253526,29.317575,26.9413322907271,99.9,403,NYSE.PNW
20.817358,30.071453,21.680028,27.431161,12.2997355830156,99.9,404,NYSE.PPG
18.01588,31.94305,22.15935,27.881719,77.0256851265477,99.9,405,NYSE.PPL
20.727273,29.302326,21.902748,28.067653,6.97072901164121,99,406,NYSE.PRGO
20.925376,28.596674,24.556189,25.921761,51.2889693244391,99.9,407,NYSE.PRU
20.125786,30.450734,22.152341,27.271139,29.6534384632141,99.9,408,NYSE.PSA
22.097501,27.906596,22.65465,27.341254,1.55255997190839,75,409,NYSE.PSX
20.469046,30.022418,22.357303,27.151233,25.2606487314033,99.9,410,NYSE.PVH
18.749427,31.099294,21.188228,28.963051,24.4308537581927,99.9,411,NYSE.PWR
20.940098,28.932632,22.552181,27.575089,10.8100803846164,99.5,412,NYSE.PX
21.548198,27.92313,25.738983,24.789689,70.8163693191121,99.9,413,NYSE.PXD
17.624722,31.504517,22.312426,28.558334,50.7567792135169,99.9,414,NYSE.RAI
21.699967,28.881428,23.321323,26.097281,22.7002533600324,99.9,415,NYSE.RCL
18.724448,31.743436,21.822477,27.709639,55.2201362831326,99.9,416,NYSE.REG
16.605022,33.463111,21.763675,28.168192,117.975962448474,99.9,417,NYSE.RF
18.839329,31.501199,20.239808,29.419664,12.1636421804129,99.9,418,NYSE.RHI
21.528598,29.264383,23.097689,26.10933,24.8741008580322,99.9,419,NYSE.RHT
17.965546,32.309856,22.04383,27.680769,65.6954608765439,99.9,420,NYSE.RIG
18.465723,31.145081,21.326081,29.063115,28.9566701306604,99.9,421,NYSE.RJF
20.525862,29.172414,22.310345,27.991379,11.0317453042722,99.9,422,NYSE.RL
20.730435,30.182609,21.582609,27.504348,12.4427299377859,99.9,423,NYSE.ROK
16.383093,33.258427,18.812199,31.546281,19.4149188999738,99.9,424,NYSE.ROP
19.790882,29.167712,22.609787,28.431619,18.3509795286508,99.9,425,NYSE.RRC
17.748832,32.842796,20.025853,29.38252,31.7521369865104,99.9,426,NYSE.RSG
21.152783,28.740624,24.603237,25.503356,57.365503383897,99.9,427,NYSE.RTN
19.344745,30.461992,21.15774,29.035524,12.3722306877398,99.9,428,NYSE.SCG
20.869932,28.935811,22.998311,27.195946,18.4331712151945,99.9,429,NYSE.SCHW
17.148014,31.540946,21.451644,29.859396,48.1503753700929,99.9,430,NYSE.SEE
18.648253,31.370038,21.830986,28.150723,46.3992165589879,99.9,431,NYSE.SHW
20.905776,29.420745,22.186413,27.487066,11.7324045734081,99.9,432,NYSE.SIG
18.942925,29.812681,21.686747,29.557647,14.1602069649992,99.9,433,NYSE.SJM
21.909755,27.025739,23.355577,27.708929,1.18149160531717,60,434,NYSE.SLB
17.709243,31.684609,20.143536,30.462613,17.1063561015218,99.9,435,NYSE.SLG
19.07193,30.923512,21.779561,28.224998,33.1893396992139,99.9,436,NYSE.SNA
19.672272,30.096088,22.683596,27.548044,37.8335616500964,99.9,437,NYSE.SO
22.001889,27.549575,24.055713,26.392823,13.7693896283496,99.9,438,NYSE.SPG
21.573412,29.230122,23.222549,25.973917,26.9802565737454,99.9,439,NYSE.SPGI
19.059491,31.095254,22.799175,27.04608,71.5546436742648,99.9,440,NYSE.SRE
21.875779,27.779164,22.274882,28.070175,0.043478913415298,0,441,NYSE.STI
20.725605,29.366138,22.860717,27.04754,23.9258721870961,99.9,442,NYSE.STT
20.598723,28.675678,24.081599,26.644,39.2059820054345,99.9,443,NYSE.STZ
21.108521,29.370629,21.816455,27.704394,5.92360043182478,97.5,444,NYSE.SWK
19.516408,29.92228,22.435233,28.126079,28.4970319009187,99.9,445,NYSE.SYF
20.155303,30.267088,22.536053,27.041556,36.0002634934852,99.9,446,NYSE.SYK
19.840989,29.531802,21.969965,28.657244,11.9800418144957,99.9,447,NYSE.SYY
19.424941,29.012036,23.955199,27.607823,49.1250440295327,99.9,448,NYSE.T
19.910089,29.203769,22.69387,28.192271,19.4746159941263,99.9,449,NYSE.TAP
19.027848,31.564557,19.574684,29.832911,4.20217479371026,95,450,NYSE.TDG
19.811156,30.477356,22.127994,27.583494,30.7572122175577,99.9,451,NYSE.TEL
22.474443,27.602028,23.029864,26.893665,1.95702326637968,75,452,NYSE.TGT
20.873251,29.020772,23.187791,26.918186,23.6095036433243,99.9,453,NYSE.TIF
22.018349,27.328083,22.749046,27.904522,0.105512947967751,0,454,NYSE.TJX
15.514979,34.003936,18.784168,31.696917,35.0644745903045,99.9,455,NYSE.TMK
22.051906,28.775345,22.457421,26.715328,6.51154593693842,97.5,456,NYSE.TMO
20.64135,29.670886,22.379747,27.308017,19.4740727720871,99.9,457,NYSE.TRV
20.639011,28.832775,22.485614,28.042601,9.18611493600188,99.5,458,NYSE.TSN
21.744966,27.692308,24.264326,26.2984,15.6214681060574,99.9,459,NYSE.TSO
18.984945,32.307547,19.581479,29.12603,11.3257716780246,99.9,460,NYSE.TSS
18.95302,30.39821,22.541387,28.107383,42.8274481314167,99.9,461,NYSE.TWX
18.683274,31.307361,21.296123,28.713242,30.2057096328366,99.9,462,NYSE.TXT
19.014325,29.89427,23.900068,27.191337,74.6924005946565,99.9,463,NYSE.UA
19.669747,30.415811,22.903833,27.010609,52.2806793605824,99.9,464,NYSE.UAA
22.117367,27.874703,23.973037,26.034893,17.3385035802026,99.9,465,NYSE.UAL
16.762077,33.122426,20.699006,29.416491,63.0102183167181,99.9,466,NYSE.UDR
18.596788,30.647131,20.850944,29.905138,12.2505516130662,99.9,467,NYSE.UHS
23.070353,27.589688,24.312781,25.027178,18.025778267224,99.9,468,NYSE.UNH
19.089629,31.281089,20.71328,28.916002,16.3730695972758,99.9,469,NYSE.UNM
22.254105,27.474892,23.202614,27.068388,2.49468513080839,85,470,NYSE.UNP
22.132813,28.123222,23.880354,25.863611,19.4790769012447,99.9,471,NYSE.UPS
21.317158,28.249567,24.397353,26.035922,36.8532965563349,99.9,472,NYSE.URI
21.476002,29.015718,22.240901,27.267378,6.90340611634225,99,473,NYSE.USB
21.017032,27.927634,23.632956,27.422378,13.9120630639299,99.9,474,NYSE.UTX
22.820945,27.928795,23.205838,26.044423,5.80324905633424,97.5,475,NYSE.V
18.575707,31.227775,21.214673,28.981845,27.4905171590472,99.9,476,NYSE.VAR
20.797841,29.299148,23.496669,26.406342,37.2649716087818,99.9,477,NYSE.VFC
22.587137,27.940111,23.037914,26.434839,4.34913378621359,95,478,NYSE.VLO
20.433177,29.42411,22.741773,27.40094,23.1880368086434,99.9,479,NYSE.VMC
19.260456,30.793394,22.392748,27.553402,46.2779895400398,99.9,480,NYSE.VNO
20.543235,29.843562,22.821042,26.792161,32.3519980197643,99.9,481,NYSE.VTR
20.019587,29.094916,24.491961,26.393536,67.3535870590676,99.9,482,NYSE.VZ
18.379232,32.050143,20.412595,29.15803,23.8969937823381,99.9,483,NYSE.WAT
19.936623,30.520598,20.968764,28.574015,9.03578468833936,99.5,484,NYSE.WEC
22.097925,27.277886,23.848898,26.775292,6.88652963842182,99,485,NYSE.WFC
19.685808,29.652969,21.984557,28.676666,14.1609290689667,99.9,486,NYSE.WHR
20.170327,31.340206,22.420439,26.069027,57.1204716444718,99.9,487,NYSE.WM
19.716449,30.750264,21.627334,27.905953,24.7049888408735,99.9,488,NYSE.WMB
21.906859,28.398989,23.342305,26.351847,14.5099692309979,99.9,489,NYSE.WMT
19.291972,29.992848,21.562668,29.152512,13.1669556932538,99.9,490,NYSE.WRK
13.301247,35.670532,22.270838,28.757384,270.827408849582,99.9,491,NYSE.WU
18.838361,30.598829,22.116164,28.446646,36.4418524238193,99.9,492,NYSE.WY
20.309735,29.920354,21.858407,27.911504,14.0731587214272,99.9,493,NYSE.WYN
19.855859,29.127865,25.159932,25.856345,96.1523675049707,99.9,494,NYSE.XEC
18.099631,32.02952,21.595941,28.274908,58.6498780516611,99.9,495,NYSE.XEL
18.969134,32.704026,19.348716,28.978124,11.7103902373491,99.9,496,NYSE.XL
21.978109,27.831536,23.960977,26.229378,16.5947476122986,99.9,497,NYSE.XOM
13.95602,35.750054,22.164163,28.129763,254.538083307637,99.9,498,NYSE.XRX
19.33466,30.87859,20.737371,29.049379,10.8800058058286,99.9,499,NYSE.XYL
21.564685,29.055944,20.97028,28.409091,0.020661330393358,0,500,NYSE.YUM
20.378666,29.583298,22.474854,27.563181,20.5727342319062,99.9,501,NYSE.ZBH
20.242139,30.171588,22.628691,26.957582,35.2288943721609,99.9,502,NYSE.ZTS
